Product_ID,Product_Name,Brand,Category,Car_Model,Year_Compatibility,Cost_Price_USD,Sales_Price_USD,Stock_Level,Country_of_Origin,Supplier_Code,Warranty_Months,Weight_kg,Discontinued,Date_Added,Performance_Tier,Last_Updated
EXH-2010-7053,NISMO Cold Air Intake (Toyota 86 / Subaru BRZ (ZN6/ZC6)),NISMO,Exhaust & Intake,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,281.61,375.4,12,Japan,SUP-NIS-4MO,12,6.43,FALSE,10/16/2020,Standard,8/10/2024
EXT-1906-6744,Spoon Tow Hook (Mitsubishi Lancer Evolution VIII/IX),Spoon,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1610.85,2320.64,8,Japan,SUP-SPO-6RW,12,14.29,FALSE,6/24/2019,Premium,10/8/2024
TRN-2201-3235,TEIN Limited Slip Differential (Mitsubishi Lancer Evolution VIII/IX),TEIN,Transmission & Drivetrain,Mitsubishi Lancer Evolution VIII/IX,2003–2007,145.98,192.67,6,Japan,SUP-TEI-9S4,6,14.24,FALSE,1/30/2022,Budget,7/12/2024
EXT-2501-9783,Mugen Widebody Fender Kit (Nissan Skyline R33 GT-R),Mugen,Exterior & Aerodynamics,Nissan Skyline R33 GT-R,1995–1998,326.43,463.1,10,Japan,SUP-MUG-76M,6,12.69,FALSE,1/25/2025,Standard,7/7/2024
ENG-1809-7372,RAYS Camshaft Set (Nissan Skyline R33 GT-R),RAYS,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,1995.32,2834.59,3,Japan,SUP-RAY-IWJ,6,2.75,FALSE,9/2/2018,Standard,10/4/2024
TRN-2307-2374,Mugen Clutch Master Cylinder (Honda Civic Type R (EK9)),Mugen,Transmission & Drivetrain,Honda Civic Type R (EK9),1997–2000,1531.57,1923.88,124,Japan,SUP-MUG-QCE,12,1.42,FALSE,7/21/2023,Premium,20240208
TRN-2508-9212,GReddy Shift Knob Weighted (Honda Civic Type R (FK8)),GReddy,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,933.27,1135.2,62,Japan,SUP-GRE-TOP,12,17.15,FALSE,8/26/2025,Premium,23-Mar-24
ENG-2211-2381,Koyo Camshaft Set (Nissan Skyline R33 GT-R),Koyo,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,3853.3,5103.54,6,Japan,SUP-KOY-CCG,12,5.17,FALSE,11/17/2022,Premium,20240721
SUS-2007-3731,TANABE Pillowball Top Mounts (Mitsubishi Lancer Evolution VIII/IX),TANABE,Suspension & Handling,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1209.5,1755.03,44,Japan,SUP-TAN-8GS,12,12.65,FALSE,7/30/2020,Standard,2/3/2024
EXT-2311-5523,Koyo Canard Set (Mazda RX-7 FD3S),Koyo,Exterior & Aerodynamics,Mazda RX-7 FD3S,1992–2002,1392.3,1910.68,8,Japan,SUP-KOY-34O,6,4.15,FALSE,11/16/2023,Standard,4/18/2024
ENG-2303-4006,BLITZ Camshaft Set (Subaru Impreza WRX/STI (GD)),BLITZ,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,2950.56,4032.56,4,Japan,SUP-BLI-X2T,12,4.92,TRUE,3/28/2023,Premium,5/22/2024
TRN-2509-5711,Fujitsubo Clutch Kit (Nissan Silvia S15),Fujitsubo,Transmission & Drivetrain,Nissan Silvia S15,1999–2002,1853.98,2711.07,68,Japan,SUP-FUJ-50H,12,8.93,FALSE,9/18/2025,Standard,20240115
BRK-1910-1557,Koyo Stainless Brake Lines (Nissan Skyline R34 GT-R),Koyo,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,322.71,492.45,2,Japan,SUP-KOY-HAA,0,2.33,FALSE,10/31/2019,Standard,7/6/2024
TRN-2003-9878,GReddy Lightweight Flywheel (Mazda RX-7 FD3S),GReddy,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,188.89,280.77,7,Japan,SUP-GRE-NTJ,12,16.14,FALSE,3/24/2020,Premium,14/10/2024
ENG-2306-6269,Exedy Oil Cooler Kit (Toyota Supra JZA80),Exedy,,Toyota Supra JZA80,1993–2002,2880.35,3965.75,21,Thailand,SUP-EXE-JPN,12,12.56,FALSE,6/13/2023,Standard,21/03/2024
BRK-2510-8191,Tomei Rear Drum-to-Disc Conversion (Toyota Supra JZA80),Tomei,Brakes & Rotors,Toyota Supra JZA80,1993–2002,613.68,892.73,19,Japan,SUP-TOM-49Y,0,13.88,TRUE,10/29/2025,Budget,18-Feb-24
TRN-2311-1770,TEIN Short Shifter (Nissan Skyline R32 GT-R),TEIN,Transmission & Drivetrain,Nissan Skyline R32 GT-R,1989–1994,2557.73,3582.51,34,Japan,SUP-TEI-VB6,24,20.74,FALSE,11/19/2023,Premium,20241204
EXH-2012-6417,Cusco Titanium Muffler (Subaru Impreza WRX/STI (GD)),Cusco,Exhaust & Intake,Subaru Impreza WRX/STI (GD),2001–2007,1742.59,2417.71,3,Japan,SUP-CUS-6WE,6,9.32,FALSE,12/14/2020,Premium,9-Mar-24
ENG-1707-9337,NISMO ECU Tuning Module (Mazda RX-7 FD3S),NISMO,Engine & Performance,Mazda RX-7 FD3S,1992–2002,1748.68,2399.43,25,Japan,SUP-NIS-OUH,6,15.81,FALSE,7/5/2017,Standard,20240608
BRK-2305-3206,GReddy Brake Master Cylinder (Subaru Impreza WRX/STI (GD)),GReddy,Brakes & Rotors,Subaru Impreza WRX/STI (GD),2001–2007,415.18,495.42,18,Japan,SUP-GRE-OZR,12,1.48,FALSE,5/5/2023,Standard,22-Jun-24
TRN-2010-3586,Fujitsubo Limited Slip Differential (Nissan Skyline R33 GT-R),Fujitsubo,Transmission & Drivetrain,Nissan Skyline R33 GT-R,1995–1998,868.8,1055.25,51,Japan,SUP-FUJ-WRF,0,19.28,FALSE,10/30/2020,Budget,13-Aug-24
SUS-2408-8786,Spoon Lower Arm Bar (Toyota Supra JZA80),Spoon,Suspension & Handling,Toyota Supra JZA80,1993–2002,320.14,437.62,16,Japan,SUP-SPO-J4Y,12,8.12,FALSE,8/31/2024,Standard,23/08/2024
SUS-2407-5137,TEIN Stabilizer Sway Bar (Mitsubishi Lancer Evolution VIII/IX),TEIN,Suspension & Handling,Mitsubishi Lancer Evolution VIII/IX,2003–2007,489.57,647.87,11,Japan,SUP-TEI-NY9,12,3.74,FALSE,7/13/2024,Budget,21-Jul-24
ENG-1910-1105,TANABE Camshaft Set (Mitsubishi Lancer Evolution VIII/IX),TANABE,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1757.08,2218.93,12,Japan,SUP-TAN-NIV,12,9.43,TRUE,10/6/2019,Premium,5/19/2024
EXT-2309-8780,NISMO Canard Set (Honda Civic Type R (FK8)),NISMO,Exterior & Aerodynamics,Honda Civic Type R (FK8),2017–2021,280.87,359.03,160,Japan,SUP-NIS-EUN,6,12.19,FALSE,9/22/2023,Standard,20240407
BRK-1905-4613,HKS Handbrake Drift Button (Nissan Skyline R32 GT-R),HKS,Brakes & Rotors,Nissan Skyline R32 GT-R,1989–1994,931.93,1220.98,21,Japan,SUP-HKS-6JC,6,6.49,FALSE,5/30/2019,Budget,26-Sep-24
BRK-2208-9796,GReddy Handbrake Drift Button (Nissan Skyline R34 GT-R),GReddy,,Nissan Skyline R34 GT-R,1999–2002,1527.97,1975.89,78,Japan,SUP-GRE-QC2,6,9.36,TRUE,8/16/2022,Standard,20240507
ENG-1910-7996,TANABE Turbocharger Kit (Nissan Skyline R32 GT-R),TANABE,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,712.1,987.96,5,Japan,SUP-TAN-4LK,6,14.67,FALSE,10/6/2019,Standard,17/01/2024
EXT-2304-2571,Mugen Hood Vent (Mitsubishi Lancer Evolution VIII/IX),Mugen,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,452,787.58,17,Japan,SUP-MUG-W8Q,0,8.52,FALSE,4/13/2023,Standard,17/10/2024
ENG-2106-5511,BLITZ Camshaft Set (Honda Civic Type R (EK9)),BLITZ,Engine & Performance,Honda Civic Type R (EK9),1997–2000,2755.88,3610.06,8,Japan,SUP-BLI-PSS,6,23.64,FALSE,6/12/2021,Standard,7/25/2024
ENG-2505-9502,Koyo Fuel Injector Kit (Nissan Silvia S15),Koyo,Engine & Performance,Nissan Silvia S15,1999–2002,1394.68,2102.4,41,Japan,SUP-KOY-0BU,0,4.99,FALSE,5/17/2025,Premium,20240908
TRN-2205-7444,TANABE Driveshaft (Nissan Skyline R32 GT-R),TANABE,Transmission & Drivetrain,Nissan Skyline R32 GT-R,1989–1994,239.61,327.38,21,Japan,SUP-TAN-INX,12,18.34,FALSE,5/25/2022,Standard,20240409
ENG-1902-9367,NISMO Oil Cooler Kit (Honda Civic Type R (EK9)),NISMO,Engine & Performance,Honda Civic Type R (EK9),1997–2000,1404.51,2004.98,23,Japan,SUP-NIS-0IQ,6,6.09,FALSE,2/23/2019,Standard,9/12/2024
ENG-1808-6561,BLITZ Boost Controller (Subaru Impreza WRX/STI (GD)),BLITZ,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,1904.44,2499.21,13,Thailand,SUP-BLI-QVR,6,6.56,FALSE,8/10/2018,Standard,8-Sep-24
EXT-1707-2129,RAYS Canard Set (Nissan Skyline R34 GT-R),RAYS,Exterior & Aerodynamics,Nissan Skyline R34 GT-R,1999–2002,670.93,940.9,10,Japan,SUP-RAY-ZUT,12,5.83,FALSE,7/18/2017,Budget,9/22/2024
ENG-1810-6957,TANABE Intercooler Kit (Honda Civic Type R (FK8)),TANABE,Engine & Performance,Honda Civic Type R (FK8),2017–2021,1120.13,1528.91,19,Japan,SUP-TAN-3VX,12,2.41,FALSE,10/7/2018,Standard,12-Apr-24
ENG-1703-9413,Cusco Boost Controller (Toyota Supra JZA80),Cusco,Engine & Performance,Toyota Supra JZA80,1993–2002,2805.77,4158.03,29,Japan,SUP-CUS-6Q3,6,14.34,FALSE,3/21/2017,Standard,24-Sep-24
TRN-2209-2721,Apexi Short Shifter (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Apexi,Transmission & Drivetrain,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,2533.46,3519.13,0,Japan,SUP-APE-KFT,12,7.88,FALSE,9/22/2022,Premium,1/7/2024
BRK-1802-2664,Spoon Brake Cooling Ducts (Nissan Skyline R33 GT-R),Spoon,Brakes & Rotors,Nissan Skyline R33 GT-R,1995–1998,803.58,1046.77,72,Japan,SUP-SPO-0KJ,6,5.62,FALSE,2/26/2018,Standard,27-Aug-24
EXT-2508-3801,Bride Rear Wing (Nissan Skyline R34 GT-R),Bride,Exterior & Aerodynamics,Nissan Skyline R34 GT-R,1999–2002,125.36,179.16,56,Japan,SUP-BRI-YB0,0,3,FALSE,8/30/2025,Premium,5/8/2024
EXT-1711-1173,Spoon Front Bumper Duct (Mitsubishi Lancer Evolution VIII/IX),Spoon,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1455.06,1919.19,7,Japan,SUP-SPO-2DD,12,12.06,FALSE,11/9/2017,Standard,19-Jun-24
ENG-2105-5346,Fujitsubo Oil Cooler Kit (Mazda RX-7 FD3S),Fujitsubo,Engine & Performance,Mazda RX-7 FD3S,1992–2002,1811.5,2612.2,118,Japan,SUP-FUJ-L7H,12,3.23,FALSE,5/6/2021,Budget,15-Aug-24
BRK-2001-7689,TEIN Rear Drum-to-Disc Conversion (Honda Civic Type R (FK8)),TEIN,Brakes & Rotors,Honda Civic Type R (FK8),2017–2021,652.46,829.66,5,Japan,SUP-TEI-U41,0,1.75,FALSE,1/6/2020,Budget,26/10/2024
SUS-2407-4074,HKS Subframe Reinforcement (Mazda RX-7 FD3S),HKS,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,1292.17,1713.6,20,Japan,SUP-HKS-CMR,12,18.91,FALSE,7/10/2024,Standard,20240115
EXH-2107-7193,NISMO Cat-Back Exhaust (Mazda RX-7 FD3S),NISMO,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,1253.66,1590.13,22,Japan,SUP-NIS-SWS,24,8.76,FALSE,7/10/2021,Budget,23/08/2024
BRK-1909-8836,Spoon Brake Fluid High Temp (Mazda RX-7 FD3S),Spoon,Brakes & Rotors,Mazda RX-7 FD3S,1992–2002,1131.59,1610.46,15,Japan,SUP-SPO-IVI,6,4.05,FALSE,9/3/2019,Standard,7/5/2024
EXH-2502-4119,Fujitsubo Front Pipe (Toyota Supra JZA80),Fujitsubo,Exhaust & Intake,Toyota Supra JZA80,1993–2002,752.93,1211.83,74,Japan,SUP-FUJ-08R,6,14.38,FALSE,2/16/2025,Standard,6-Jan-24
EXH-2505-9477,GReddy Cold Air Intake (Honda Civic Type R (FK8)),GReddy,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,739.52,949.54,26,Japan,SUP-GRE-77D,12,13.3,TRUE,5/25/2025,Budget,20240914
TRN-2112-9871,HKS Lightweight Flywheel (Nissan Skyline R34 GT-R),HKS,,Nissan Skyline R34 GT-R,1999–2002,1832.44,2322.51,7,Japan,SUP-HKS-NTR,12,9.62,TRUE,12/25/2021,Standard,21/01/2024
ENG-1702-5125,Kansai Service Oil Cooler Kit (Mitsubishi Lancer Evolution VIII/IX),Kansai Service,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,476.28,590.38,7,Japan,SUP-KAN-YCV,12,20.12,FALSE,2/19/2017,Premium,20241025
TRN-2410-9130,TEIN Gear Set (Nissan Skyline R34 GT-R),TEIN,Transmission & Drivetrain,Nissan Skyline R34 GT-R,1999–2002,332.68,496.61,15,Japan,SUP-TEI-31Q,12,10.11,FALSE,10/22/2024,Standard,20240627
TRN-2310-2978,TEIN Gear Set (Honda Civic Type R (FK8)),TEIN,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,1303.14,1874.36,2,Japan,SUP-TEI-V2H,12,21.13,FALSE,10/23/2023,Standard,9/27/2024
SUS-1705-5868,Cusco Strut Bar Front (Mazda RX-7 FD3S),Cusco,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,569.7,825.36,23,Japan,SUP-CUS-XJT,12,12.3,FALSE,5/1/2017,Standard,5/5/2024
EXH-2409-4604,Apexi Exhaust Manifold (Subaru Impreza WRX/STI (GD)),Apexi,Exhaust & Intake,Subaru Impreza WRX/STI (GD),2001–2007,672.98,1008.43,11,Japan,SUP-APE-9G5,12,5.86,FALSE,9/23/2024,Standard,5/27/2024
EXH-2007-3632,TANABE Cold Air Intake (Honda Civic Type R (FK8)),TANABE,Exhaust & Intake,Honda Civic Type R (FK8),2017–2021,2379.52,3118.02,21,Taiwan,SUP-TAN-8GL,24,5.88,FALSE,7/19/2020,Premium,20241008
TRN-1807-9905,Kansai Service Lightweight Flywheel (Honda Civic Type R (FK8)),Kansai Service,Transmission & Drivetrain,Honda Civic Type R (FK8),2017–2021,2207.62,2812.76,96,Japan,SUP-KAN-LIE,6,10.22,FALSE,7/3/2018,Standard,20240115
ENG-2110-3933,Endless Pistons Forged Set (Mazda RX-7 FD3S),Endless,Engine & Performance,Mazda RX-7 FD3S,1992–2002,2804.67,3787.99,17,Japan,SUP-END-OGQ,12,9.2,FALSE,10/19/2021,Standard,20240912
ENG-1902-1843,Tomei ECU Tuning Module (Nissan Silvia S15),Tomei,Engine & Performance,Nissan Silvia S15,1999–2002,325.03,462.36,50,Japan,SUP-TOM-WMV,12,16.95,FALSE,2/20/2019,Standard,20241213
ENG-2403-5691,Apexi Boost Controller (Mitsubishi Lancer Evolution VIII/IX),Apexi,Engine & Performance,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1788.03,2287.08,64,Japan,SUP-APE-LFW,24,11.2,FALSE,3/17/2024,Premium,2/13/2024
BRK-2506-2197,GReddy Stainless Brake Lines (Mazda RX-7 FD3S),GReddy,Brakes & Rotors,Mazda RX-7 FD3S,1992–2002,279.58,380.6,22,Japan,SUP-GRE-BW2,12,5.19,FALSE,6/29/2025,Premium,20241208
ENG-2101-4645,TEIN Head Gasket Kit (Toyota Supra JZA80),TEIN,Engine & Performance,Toyota Supra JZA80,1993–2002,990.57,1483.7,27,Japan,SUP-TEI-RL6,6,16.44,FALSE,1/6/2021,Budget,4/5/2024
BRK-2404-7628,Bride Brake Pad Set (Subaru Impreza WRX/STI (GD)),Bride,Brakes & Rotors,Subaru Impreza WRX/STI (GD),2001–2007,1409.93,1768.56,8,Japan,SUP-BRI-DT8,6,14.12,TRUE,4/4/2024,Standard,20240823
ENG-2304-3624,Koyo Oil Cooler Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Koyo,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,653.81,1074.04,21,Japan,SUP-KOY-JC2,12,11.91,FALSE,4/2/2023,Standard,22-May-24
 EXT-1909-1801 ,Mugen Front Lip Spoiler (Nissan Skyline R32 GT-R),Mugen,Exterior & Aerodynamics,Nissan Skyline R32 GT-R,1989–1994,187.37,260.62,17,Japan,SUP-MUG-SRK,12,11.61,FALSE,9/11/2019,Budget,8-Aug-24
ENG-1905-1865,Spoon Pistons Forged Set (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Spoon,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,2767.21,3878.9,21,Japan,SUP-SPO-CAO,12,7.7,FALSE,5/15/2019,Standard,20240522
EXH-2212-7954,Fujitsubo Cold Air Intake (Nissan Skyline R34 GT-R),Fujitsubo,Exhaust & Intake,Nissan Skyline R34 GT-R,1999–2002,1142.82,1370.04,68,Japan,SUP-FUJ-EAR,0,6.34,FALSE,12/28/2022,Standard,15/11/2024
SUS-1909-7232,Project Mu Chassis Brace Kit (Nissan Silvia S15),Project Mu,Suspension & Handling,Nissan Silvia S15,1999–2002,834.57,1263.45,19,Japan,SUP-PRO-TYY,12,6.48,FALSE,9/1/2019,Standard,11/17/2024
SUS-2004-2059,Mugen Strut Bar Front (Honda Civic Type R (FK8)),Mugen,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,539.43,721.01,11,Japan,SUP-MUG-DOX,12,16.01,FALSE,4/19/2020,Standard,20241111
ENG-2106-2254,TEIN Oil Pump High-Flow (Honda Civic Type R (FK8)),TEIN,Engine & Performance,Honda Civic Type R (FK8),2017–2021,1569.11,2068.33,18,Japan,SUP-TEI-7D7,6,6.52,FALSE,6/1/2021,Premium,3/7/2024
ENG-2107-4673,Endless Oil Pump High-Flow (Nissan Skyline R32 GT-R),Endless,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,1429.89,1870.52,51,Japan,SUP-END-MQ1,24,17.51,TRUE,7/31/2021,Standard,23/03/2024
ENG-2509-8318,Apexi Pistons Forged Set (Toyota Supra JZA80),Apexi,Engine & Performance,Toyota Supra JZA80,1993–2002,502.86,746.72,6,Japan,SUP-APE-35X,12,22.31,FALSE,9/4/2025,Standard,20240815
ENG-1803-4879,Bride Boost Controller (Honda Civic Type R (FK8)),Bride,Engine & Performance,Honda Civic Type R (FK8),2017–2021,1398.54,1948.07,177,Japan,SUP-BRI-VFT,12,8.78,TRUE,3/15/2018,Standard,20240527
ENG-1910-7893,Endless Oil Pump High-Flow (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Endless,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1934.08,2558.22,22,Japan,SUP-END-IQS,12,5.77,FALSE,10/19/2019,Standard,20-Nov-24
ENG-2010-1907,GReddy Intercooler Kit (Nissan Skyline R33 GT-R),GReddy,Engine & Performance,Nissan Skyline R33 GT-R,1995–1998,2490.68,3015.39,144,Japan,SUP-GRE-CMC,6,12.31,FALSE,10/17/2020,Premium,20240509
EXH-2206-6731,TANABE Titanium Muffler (Toyota Supra JZA80),TANABE,Exhaust & Intake,Toyota Supra JZA80,1993–2002,1035.44,1426.35,20,Japan,SUP-TAN-O8I,12,8.76,FALSE,6/18/2022,Standard,20241113
BRK-2305-5712,Tomei Brake Master Cylinder (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Tomei,Brakes & Rotors,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,946.15,1214.04,20,Japan,SUP-TOM-1BS,24,3.53,FALSE,5/6/2023,Standard,10-Jun-24
SUS-2305-7962,HKS Control Arm Set (Honda Civic Type R (FK8)),HKS,Suspension & Handling,Honda Civic Type R (FK8),2017–2021,244.1,337.89,3,Japan,SUP-HKS-A0X,12,5.06,FALSE,5/2/2023,Standard,20241208
SUS-2203-9915,TEIN Toe Control Arms (Nissan Skyline R34 GT-R),TEIN,Suspension & Handling,Nissan Skyline R34 GT-R,1999–2002,1070.19,1505.01,61,Japan,SUP-TEI-MLQ,6,16.19,FALSE,3/29/2022,Standard,1/5/2024
TRN-2203-2725,TANABE Limited Slip Differential (Nissan Silvia S15),TANABE,Transmission & Drivetrain,Nissan Silvia S15,1999–2002,306.21,462.18,64,Japan,SUP-TAN-1F2,12,16.86,FALSE,3/17/2022,Standard,2/16/2024
ENG-1908-3326,Mugen Head Gasket Kit (Honda Civic Type R (FK8)),Mugen,Engine & Performance,Honda Civic Type R (FK8),2017–2021,1998.07,2664.21,11,Japan,SUP-MUG-VD7,12,24.52,FALSE,8/13/2019,Budget,12/2/2024
EXT-1801-1795,Tomei Side Skirt Pair (Mitsubishi Lancer Evolution VIII/IX),Tomei,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,325.48,452.99,75,Taiwan,SUP-TOM-O3Q,0,11.38,FALSE,1/31/2018,Premium,27-Jan-24
ENG-1907-7101,Exedy ECU Tuning Module (Toyota Supra JZA80),Exedy,Engine & Performance,Toyota Supra JZA80,1993–2002,2054.79,2598.46,4,Japan,SUP-EXE-ZGI,6,2.06,FALSE,7/20/2019,Budget,7/7/2024
EXH-1708-5732,GReddy Front Pipe (Mitsubishi Lancer Evolution VIII/IX),GReddy,Exhaust & Intake,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1551.03,2077.19,48,Japan,SUP-GRE-QPV,24,16.45,TRUE,8/6/2017,Premium,20240204
ENG-2208-3598,NISMO Pistons Forged Set (Nissan Skyline R32 GT-R),NISMO,Engine & Performance,Nissan Skyline R32 GT-R,1989–1994,1480.56,2118.68,78,Japan,SUP-NIS-TZJ,12,17.92,FALSE,8/18/2022,Premium,26/01/2024
TRN-1710-3930,Tomei Transmission Mounts (Honda Civic Type R (EK9)),Tomei,Transmission & Drivetrain,Honda Civic Type R (EK9),1997–2000,2511.68,3550.54,6,Japan,SUP-TOM-ITM,12,5.88,FALSE,10/31/2017,Premium,20240406
BRK-1904-9318,BLITZ 2-Piece Rotor Pair (Nissan Skyline R33 GT-R),BLITZ,Brakes & Rotors,Nissan Skyline R33 GT-R,1995–1998,324.57,458.52,3,Taiwan,SUP-BLI-BMY,12,13.89,FALSE,4/27/2019,Standard,20240808
ENG-2504-1370,NISMO ECU Tuning Module (Subaru Impreza WRX/STI (GD)),NISMO,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,1856.53,2674.4,24,Japan,SUP-NIS-BZU,0,3.77,FALSE,4/6/2025,Standard,14/01/2024
ENG-2505-3744,Koyo ECU Tuning Module (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Koyo,Engine & Performance,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,2798.89,3793.18,19,Japan,SUP-KOY-W7L,24,21.07,TRUE,5/10/2025,Premium,23-Jul-24
EXH-1812-8332,Cusco High-Flow Catalytic Converter (Nissan Silvia S15),Cusco,Exhaust & Intake,Nissan Silvia S15,1999–2002,1750.81,2105.1,0,Japan,SUP-CUS-BU5,12,15.26,FALSE,12/25/2018,Standard,4/9/2024
ENG-2107-3696,Kansai Service Intercooler Kit (Toyota Supra JZA80),Kansai Service,Engine & Performance,Toyota Supra JZA80,1993–2002,1696.42,2305.94,17,Japan,SUP-KAN-80I,12,6.17,FALSE,7/18/2021,Premium,11-Dec-24
EXH-2507-9564,TEIN Intake Air Filter Kit (Mazda RX-7 FD3S),TEIN,Exhaust & Intake,Mazda RX-7 FD3S,1992–2002,913.4,1430.55,19,Japan,SUP-TEI-5L4,24,5.52,FALSE,7/17/2025,Standard,25/01/2024
SUS-2305-4102,Exedy Control Arm Set (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Exedy,Suspension & Handling,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,1149.05,1799.18,69,Japan,SUP-EXE-RPP,12,14.22,FALSE,5/26/2023,Premium,10/12/2024
SUS-1901-5625,Koyo Strut Bar Front (Nissan Skyline R32 GT-R),Koyo,Suspension & Handling,Nissan Skyline R32 GT-R,1989–1994,954.4,1241.13,26,Japan,SUP-KOY-58O,6,3.12,FALSE,1/2/2019,Standard,11/25/2024
BRK-1903-7280,HKS Brake Master Cylinder (Nissan Skyline R34 GT-R),HKS,Brakes & Rotors,Nissan Skyline R34 GT-R,1999–2002,181.36,222.67,13,Japan,SUP-HKS-HOQ,12,17.09,TRUE,3/24/2019,Standard,19/10/2024
EXT-2403.6692,Fujitsubo Side Skirt Pair (Mitsubishi Lancer Evolution VIII/IX),Fujitsubo,Exterior & Aerodynamics,Mitsubishi Lancer Evolution VIII/IX,2003–2007,192.29,255.54,59,Japan,SUP-FUJ-8S4,0,6.19,FALSE,3/13/2024,Premium,8/8/2024
BRK-2007-5541,TANABE Pad Wear Sensor (Mitsubishi Lancer Evolution VIII/IX),TANABE,Brakes & Rotors,Mitsubishi Lancer Evolution VIII/IX,2003–2007,1316.05,1726.63,9,Japan,SUP-TAN-HRC,12,16.48,FALSE,7/22/2020,Standard,20240906
ENG-1902-2823,Exedy Pistons Forged Set (Subaru Impreza WRX/STI (GD)),Exedy,Engine & Performance,Subaru Impreza WRX/STI (GD),2001–2007,2557.92,3564.07,7,Japan,SUP-EXE-T49,12,22.43,FALSE,2/1/2019,Budget,20241109
 SUS-1810-5311 ,Bride Subframe Reinforcement (Mazda RX-7 FD3S),Bride,Suspension & Handling,Mazda RX-7 FD3S,1992–2002,529.63,700.67,12,Japan,SUP-BRI-PGS,24,17.15,FALSE,10/8/2018,Standard,20241008
TRN-2312-5231,Mugen Clutch Kit (Toyota 86 / Subaru BRZ (ZN6/ZC6)),Mugen,Transmission & Drivetrain,Toyota 86 / Subaru BRZ (ZN6/ZC6),2012–2016,510.53,732.4,70,Japan,SUP-MUG-KHR,6,20.47,FALSE,12/10/2023,Standard,20240322
BRK-1807-8289,Fujitsubo Rear Drum-to-Disc Conversion (Nissan Skyline R33 GT-R),Fujitsubo,Brakes & Rotors,Nissan Skyline R33 GT-R,1995–1998,661.25,865.04,16,Japan,SUP-FUJ-S9C,12,2.42,FALSE,7/6/2018,Premium,5-Sep-24
SUS-2208-4897,Project Mu Control Arm Set (Nissan Silvia S15),Project Mu,Suspension & Handling,Nissan Silvia S15,1999–2002,542.07,694.89,8,Japan,SUP-PRO-R91,6,15.6,FALSE,8/27/2022,Standard,23-Dec-24
SUS-1811-8002,Koyo Coilover Kit (Honda Civic Type R (EK9)),Koyo,Suspension & Handling,Honda Civic Type R (EK9),1997–2000,946.03,1281.53,8,Japan,SUP-KOY-XYK,0,4.32,FALSE,11/27/2018,Premium,20240212
TRN-2108-5541,TANABE Clutch Kit (Mazda RX-7 FD3S),TANABE,Transmission & Drivetrain,Mazda RX-7 FD3S,1992–2002,1964.44,2810.47,16,Japan,SUP-TAN-KAC,0,2.45,FALSE,8/25/2021,Standard,9-Apr-24
