Effective_Month,Customer_Category,Min_Discount,Max_Discount,Standard_Discount,Promo_Discount,Seasonal_Event,Date_Approved,Remarks,Discount_Percent
2020-05,Dealer / Reseller,0.135,0.28,0.188,0.32,Golden Week Promo,4/26/2020,FX hedged; stable pricing,0.1
2020-05,Motorsport Team,0,0.048,0.024,,,4/24/2020,Aligned with supplier rebate,10.00%
2020-05,Motorsport Team,0.043,0.114,0.08,,,4/22/2020,Aligned with supplier rebate,0
2020-05,Motorsport Team,0.102,0.209,0.147,,,4/24/2020,Inventory clearance,0.1
2020-05,Motorsport Team,0.128,0.266,0.204,0.283,Golden Week Promo,4/29/2020,Quarterly adjustment,—
2020-05,Distributor / Importer,0,0.045,0.022,,,4/24/2020,Inventory clearance,10.00%
2020-05,Distributor / Importer,0.04,0.108,0.078,,,4/22/2020,Inventory clearance,0.1
2020-05,Distributor / Importer,0.096,0.198,0.152,,,4/30/2020,,0.1
2020-05,Distributor / Importer,0.12,0.252,0.2,0.278,Golden Week Promo,4/28/2020,Inventory clearance,0.1
2020-06,Retail Enthusiast,0,0.06,0.033,,,5/24/2020,Aligned with supplier rebate,0.1
2020-06,Retail Enthusiast,0.055,0.144,0.108,,,5/27/2020,,0.1
2020-06,Retail Enthusiast,0.132,0.264,0.19,,,5/25/2020,,10.00%
2020-06,Retail Enthusiast,0.165,0.336,0.248,,,5/23/2020,,0.1
2020-06,Workshop / Garage,0,0.055,0.028,,,5/30/2020,FX hedged; stable pricing,"0,1"
2020-06,Workshop / Garage,0.05,0.132,0.094,,,5/25/2020,Aligned with supplier rebate,0.1
2020-06,Workshop / Garage,0.12,0.242,0.17,,,5/30/2020,FX hedged; stable pricing,—
2020-06,Workshop / Garage,0.15,0.308,0.243,,,5/31/2020,,10
2020-06,Dealer / Reseller,0,0.05,0.024,,,5/24/2020,Quarterly adjustment,0.1
2020-06,Dealer / Reseller,0.045,0.12,0.09,,,5/28/2020,,0.1
2020-06,Dealer / Reseller,0.108,0.22,0.167,,,5/29/2020,Inventory clearance,0.1
2020-06,Dealer / Reseller,0.135,0.28,0.191,,,5/25/2020,,0
2020-06,Motorsport Team,0,0.048,0.026,,,5/24/2020,Inventory clearance,0.1
2020-06,Motorsport Team,0.043,0.114,0.079,,,5/23/2020,Quarterly adjustment,0.1
2020-06,Motorsport Team,0.102,0.209,0.149,,,5/23/2020,Aligned with supplier rebate,0.1
2020-06,Motorsport Team,0.128,0.266,0.216,,,5/23/2020,Quarterly adjustment,120
2020-06,Distributor / Importer,0,0.045,0.025,,,5/27/2020,,0.1
2020-06,Distributor / Importer,0.04,0.108,0.07,,,5/31/2020,Aligned with supplier rebate,0.1
2020-06,Distributor / Importer,0.096,0.198,0.141,,,5/25/2020,,"0,1"
2020-06,Distributor / Importer,0.12,0.252,0.17,,,5/24/2020,Aligned with supplier rebate,0.1
2020-07,Retail Enthusiast,0,0.06,0.03,,,6/23/2020,Aligned with supplier rebate,120
2020-07,Retail Enthusiast,0.055,0.144,0.094,,,6/28/2020,Quarterly adjustment,"0,1"
2020-07,Retail Enthusiast,0.132,0.264,0.21,,,6/27/2020,FX hedged; stable pricing,0.1
2020-07,Retail Enthusiast,0.165,0.336,0.255,,,6/29/2020,Aligned with supplier rebate,0.1
2020-07,Workshop / Garage,0,0.055,0.027,,,6/27/2020,Aligned with supplier rebate,0.1
2020-07,Workshop / Garage,0.05,0.132,0.083,,,6/23/2020,Inventory clearance,0.1
2020-07,Workshop / Garage,0.12,0.242,0.192,,,6/30/2020,Inventory clearance,0.1
2020-07,Workshop / Garage,0.15,0.308,0.212,,,6/25/2020,Quarterly adjustment,0.1
2020-07,Dealer / Reseller,0,0.05,0.023,,,6/27/2020,FX hedged; stable pricing,—
2020-07,Dealer / Reseller,0.045,0.12,0.085,,,6/29/2020,FX hedged; stable pricing,0.1
2020-07,Dealer / Reseller,0.108,0.22,0.156,,,6/26/2020,Inventory clearance,0.1
2020-07,Dealer / Reseller,0.135,0.28,0.226,,,6/23/2020,Inventory clearance,0.1
2020-07,Motorsport Team,0,0.048,0.023,,,6/24/2020,,"0,1"
2020-07,Motorsport Team,0.043,0.114,0.085,,,6/22/2020,FX hedged; stable pricing,"0,1"
2020-07,Motorsport Team,0.102,0.209,0.145,,,6/28/2020,Inventory clearance,0.1
2020-07,Motorsport Team,0.128,0.266,0.199,,,6/30/2020,,0.1
2020-07,Distributor / Importer,0,0.045,0.023,,,6/30/2020,FX hedged; stable pricing,0.1
2020-07,Distributor / Importer,0.04,0.108,0.08,,,6/24/2020,Inventory clearance,0.1
2020-07,Distributor / Importer,0.096,0.198,0.16,,,6/30/2020,Quarterly adjustment,0.1
2020-07,Distributor / Importer,0.12,0.252,0.203,,,6/30/2020,Aligned with supplier rebate,0.1
2020-08,Retail Enthusiast,0,0.06,0.03,,,7/25/2020,Quarterly adjustment,0.1
2020-08,Retail Enthusiast,0.055,0.144,0.093,,,7/25/2020,Aligned with supplier rebate,0.1
2020-08,Retail Enthusiast,0.132,0.264,0.204,,,7/23/2020,Quarterly adjustment,0.1
2020-08,Retail Enthusiast,0.165,0.336,0.259,0.38,Summer Tuning Sale,7/29/2020,,0.1
2020-08,Workshop / Garage,0,0.055,0.03,,,7/30/2020,FX hedged; stable pricing,0
2020-08,Workshop / Garage,0.05,0.132,0.09,,,7/25/2020,FX hedged; stable pricing,0.1
2020-08,Workshop / Garage,0.12,0.242,0.188,,,7/26/2020,Aligned with supplier rebate,0.1
2020-08,Workshop / Garage,0.15,0.308,0.228,0.357,Summer Tuning Sale,7/23/2020,Quarterly adjustment,0.1
2020-08,Dealer / Reseller,0,0.05,0.023,,,7/27/2020,Quarterly adjustment,0.1
2020-08,Dealer / Reseller,0.045,0.12,0.081,,,7/30/2020,FX hedged; stable pricing,0.1
2020-08,Dealer / Reseller,0.108,0.22,0.161,,,7/25/2020,Aligned with supplier rebate,0.1
2020-08,Dealer / Reseller,0.135,0.28,0.195,0.314,Summer Tuning Sale,7/25/2020,FX hedged; stable pricing,0.1
2020-08,Motorsport Team,0,0.048,0.022,,,7/23/2020,Quarterly adjustment,0.1
2020-08,Motorsport Team,0.043,0.114,0.079,,,7/26/2020,Aligned with supplier rebate,0.1
2020-08,Motorsport Team,0.102,0.209,0.152,,,7/31/2020,Inventory clearance,0.1
2020-08,Motorsport Team,0.128,0.266,0.188,0.313,Summer Tuning Sale,7/29/2020,,0.1
2020-08,Distributor / Importer,0,0.045,0.02,,,7/31/2020,Inventory clearance,—
2020-08,Distributor / Importer,0.04,0.108,0.069,,,7/30/2020,,0.1
2020-08,Distributor / Importer,0.096,0.198,0.139,,,7/27/2020,,10.00%
2020-08,Distributor / Importer,0.12,0.252,0.192,0.288,Summer Tuning Sale,7/24/2020,Inventory clearance,0.1
2020-09,Retail Enthusiast,0,0.06,0.028,,,8/28/2020,Quarterly adjustment,0.1
2020-09,Retail Enthusiast,0.055,0.144,0.093,,,8/30/2020,Quarterly adjustment,0.1
2020-09,Retail Enthusiast,0.132,0.264,0.206,,,8/27/2020,,10
2020-09,Retail Enthusiast,0.165,0.336,0.253,,,8/26/2020,Quarterly adjustment,0.1
2020-09,Workshop / Garage,0,0.055,0.028,,,8/29/2020,Aligned with supplier rebate,10.00%
2020-09,Workshop / Garage,0.05,0.132,0.094,,,8/29/2020,Quarterly adjustment,0.1
2020-09,Workshop / Garage,0.12,0.242,0.173,,,8/24/2020,,0.1
2020-09,Workshop / Garage,0.15,0.308,0.221,,,8/23/2020,Inventory clearance,0.1
2020-09,Dealer / Reseller,0,0.05,0.025,,,8/28/2020,Inventory clearance,0.1
2020-09,Dealer / Reseller,0.045,0.12,0.088,,,8/23/2020,FX hedged; stable pricing,0.1
2020-09,Dealer / Reseller,0.108,0.22,0.156,,,8/24/2020,Aligned with supplier rebate,0.1
2020-09,Dealer / Reseller,0.135,0.28,0.198,,,8/23/2020,,0.1
2020-09,Motorsport Team,0,0.048,0.025,,,8/28/2020,,fifteen
2020-09,Motorsport Team,0.043,0.114,0.084,,,8/29/2020,,—
2020-09,Motorsport Team,0.102,0.209,0.155,,,8/26/2020,FX hedged; stable pricing,-5
2020-09,Motorsport Team,0.128,0.266,0.185,,,8/23/2020,Quarterly adjustment,0.1
2020-09,Distributor / Importer,0,0.045,0.021,,,8/26/2020,Aligned with supplier rebate,0.1
2020-09,Distributor / Importer,0.04,0.108,0.069,,,8/27/2020,FX hedged; stable pricing,0.1
2020-09,Distributor / Importer,0.096,0.198,0.149,,,8/23/2020,Aligned with supplier rebate,0.1
2020-09,Distributor / Importer,0.12,0.252,0.193,,,8/31/2020,,0.1
2020-10,Retail Enthusiast,0,0.06,0.033,,,9/23/2020,Aligned with supplier rebate,0.1
2020-10,Retail Enthusiast,0.055,0.144,0.105,,,9/24/2020,Quarterly adjustment,0.1
2020-10,Retail Enthusiast,0.132,0.264,0.213,,,9/23/2020,,0.1
2020-10,Retail Enthusiast,0.165,0.336,0.24,,,9/25/2020,,0.1
2020-10,Workshop / Garage,0,0.055,0.027,,,9/27/2020,FX hedged; stable pricing,0
2020-10,Workshop / Garage,0.05,0.132,0.089,,,9/23/2020,Inventory clearance,0.1
2020-10,Workshop / Garage,0.12,0.242,0.179,,,9/26/2020,,0.1
2020-10,Workshop / Garage,0.15,0.308,0.23,,,9/30/2020,,120
2020-10,Dealer / Reseller,0,0.05,0.027,,,9/25/2020,FX hedged; stable pricing,10
2020-10,Dealer / Reseller,0.045,0.12,0.081,,,9/29/2020,Inventory clearance,-5
2020-10,Dealer / Reseller,0.108,0.22,0.162,,,9/30/2020,,0.1
2020-10,Dealer / Reseller,0.135,0.28,0.202,,,9/27/2020,Aligned with supplier rebate,—
2020-10,Motorsport Team,0,0.048,0.026,,,9/30/2020,,0.1
2020-10,Motorsport Team,0.043,0.114,0.071,,,9/23/2020,FX hedged; stable pricing,fifteen
2020-10,Motorsport Team,0.102,0.209,0.152,,,9/26/2020,Aligned with supplier rebate,0.1
2020-10,Motorsport Team,0.128,0.266,0.21,,,9/26/2020,Inventory clearance,0.1
2020-10,Distributor / Importer,0,0.045,0.021,,,9/25/2020,Quarterly adjustment,0.1
2020-10,Distributor / Importer,0.04,0.108,0.077,,,9/26/2020,Aligned with supplier rebate,fifteen
2020-10,Distributor / Importer,0.096,0.198,0.16,,,9/27/2020,Aligned with supplier rebate,0
2020-10,Distributor / Importer,0.12,0.252,0.203,,,9/27/2020,Quarterly adjustment,"0,1"
2020-11,Retail Enthusiast,0,0.06,0.029,,,10/23/2020,Quarterly adjustment,fifteen
2020-11,Retail Enthusiast,0.055,0.144,0.094,,,10/26/2020,FX hedged; stable pricing,"0,1"
2020-11,Retail Enthusiast,0.132,0.264,0.201,,,10/29/2020,FX hedged; stable pricing,0.1
2020-11,Retail Enthusiast,0.165,0.336,0.244,0.39,Black Friday Sale,10/26/2020,Aligned with supplier rebate,0.1
2020-11,Workshop / Garage,0,0.055,0.025,,,10/29/2020,Quarterly adjustment,0.1
2020-11,Workshop / Garage,0.05,0.132,0.096,,,10/30/2020,Inventory clearance,"0,1"
2020-11,Workshop / Garage,0.12,0.242,0.194,,,10/30/2020,Quarterly adjustment,fifteen
2020-11,Workshop / Garage,0.15,0.308,0.217,0.363,Black Friday Sale,10/26/2020,FX hedged; stable pricing,0.1
2020-11,Dealer / Reseller,0,0.05,0.024,,,10/24/2020,,0.1
2020-11,Dealer / Reseller,0.045,0.12,0.077,,,10/31/2020,Inventory clearance,0.1
2020-11,Dealer / Reseller,0.108,0.22,0.149,,,10/30/2020,FX hedged; stable pricing,10
2020-11,Dealer / Reseller,0.135,0.28,0.19,0.295,Black Friday Sale,10/24/2020,,10
2020-11,Motorsport Team,0,0.048,0.025,,,10/25/2020,,fifteen
2020-11,Motorsport Team,0.043,0.114,0.084,,,10/27/2020,,0.1
2020-11,Motorsport Team,0.102,0.209,0.151,,,10/28/2020,FX hedged; stable pricing,0.1
2020-11,Motorsport Team,0.128,0.266,0.207,0.287,Black Friday Sale,10/31/2020,,—
2020-11,Distributor / Importer,0,0.045,0.021,,,10/29/2020,Inventory clearance,"0,1"
2020-11,Distributor / Importer,0.04,0.108,0.079,,,10/28/2020,FX hedged; stable pricing,0.1
2020-11,Distributor / Importer,0.096,0.198,0.141,,,10/24/2020,Aligned with supplier rebate,0.1
2020-11,Distributor / Importer,0.12,0.252,0.191,0.271,Black Friday Sale,10/28/2020,FX hedged; stable pricing,0.1
2020-12,Retail Enthusiast,0,0.06,0.028,,,11/24/2020,Aligned with supplier rebate,10
2020-12,Retail Enthusiast,0.055,0.144,0.093,,,11/30/2020,Inventory clearance,0.1
2020-12,Retail Enthusiast,0.132,0.264,0.211,,,11/24/2020,Aligned with supplier rebate,0.1
2020-12,Retail Enthusiast,0.165,0.336,0.231,0.378,Year-End Clearance,11/23/2020,Aligned with supplier rebate,"0,1"
2020-12,Workshop / Garage,0,0.055,0.027,,,11/23/2020,Quarterly adjustment,0.1
2020-12,Workshop / Garage,0.05,0.132,0.091,,,11/23/2020,,0.1
2020-12,Workshop / Garage,0.12,0.242,0.17,,,11/30/2020,Inventory clearance,0.1
2020-12,Workshop / Garage,0.15,0.308,0.218,0.365,Year-End Clearance,11/22/2020,FX hedged; stable pricing,0.1
2020-12,Dealer / Reseller,0,0.05,0.024,,,11/29/2020,Inventory clearance,0.1
2020-12,Dealer / Reseller,0.045,0.12,0.08,,,11/27/2020,FX hedged; stable pricing,0.1
2020-12,Dealer / Reseller,0.108,0.22,0.155,,,11/28/2020,Inventory clearance,0.1
2020-12,Dealer / Reseller,0.135,0.28,0.197,0.3,Year-End Clearance,11/27/2020,,120
2020-12,Motorsport Team,0,0.048,0.025,,,11/30/2020,Aligned with supplier rebate,fifteen
2020-12,Motorsport Team,0.043,0.114,0.081,,,11/30/2020,Quarterly adjustment,0.1
2020-12,Motorsport Team,0.102,0.209,0.163,,,11/30/2020,Inventory clearance,0.1
2020-12,Motorsport Team,0.128,0.266,0.192,0.28,Year-End Clearance,11/27/2020,Quarterly adjustment,0.1
2020-12,Distributor / Importer,0,0.045,0.023,,,11/27/2020,FX hedged; stable pricing,0.1
2020-12,Distributor / Importer,0.04,0.108,0.074,,,11/30/2020,FX hedged; stable pricing,"0,1"
2020-12,Distributor / Importer,0.096,0.198,0.134,,,11/27/2020,,0.1
2020-12,Distributor / Importer,0.12,0.252,0.188,0.276,Year-End Clearance,11/23/2020,,0.1
2021-01,Retail Enthusiast,0,0.06,0.032,,,12/31/2020,Inventory clearance,0.1
2021-01,Retail Enthusiast,0.055,0.144,0.108,,,12/23/2020,Aligned with supplier rebate,0.1
2021-01,Retail Enthusiast,0.132,0.264,0.18,,,12/27/2020,,0.1
2021-01,Retail Enthusiast,0.165,0.336,0.234,0.393,New Year Clearance,12/28/2020,FX hedged; stable pricing,-5
2021-01,Workshop / Garage,0,0.055,0.025,,,12/24/2020,Aligned with supplier rebate,—
2021-01,Workshop / Garage,0.05,0.132,0.099,,,12/23/2020,Quarterly adjustment,"0,1"
2021-01,Workshop / Garage,0.12,0.242,0.167,,,12/29/2020,Aligned with supplier rebate,10
2021-01,Workshop / Garage,0.15,0.308,0.242,0.337,New Year Clearance,12/27/2020,Aligned with supplier rebate,0.1
2021-01,Dealer / Reseller,0,0.05,0.023,,,12/31/2020,Inventory clearance,0.1
2021-01,Dealer / Reseller,0.045,0.12,0.079,,,12/28/2020,Quarterly adjustment,0.1
2021-01,Dealer / Reseller,0.108,0.22,0.158,,,12/30/2020,Quarterly adjustment,"0,1"
2021-01,Dealer / Reseller,0.135,0.28,0.218,0.316,New Year Clearance,12/26/2020,,fifteen
2021-01,Motorsport Team,0,0.048,0.023,,,12/29/2020,Quarterly adjustment,0.1
2021-01,Motorsport Team,0.043,0.114,0.074,,,12/28/2020,Quarterly adjustment,0.1
2021-01,Motorsport Team,0.102,0.209,0.145,,,12/30/2020,Aligned with supplier rebate,0.1
2021-01,Motorsport Team,0.128,0.266,0.202,0.302,New Year Clearance,12/27/2020,Quarterly adjustment,0.1
2021-01,Distributor / Importer,0,0.045,0.024,,,12/23/2020,,0.1
2021-01,Distributor / Importer,0.04,0.108,0.073,,,12/31/2020,,0.1
2021-01,Distributor / Importer,0.096,0.198,0.14,,,12/25/2020,,0.1
2021-01,Distributor / Importer,0.12,0.252,0.174,0.288,New Year Clearance,12/26/2020,Quarterly adjustment,0.1
2021-02,Retail Enthusiast,0,0.06,0.032,,,1/26/2021,,0.1
2021-02,Retail Enthusiast,0.055,0.144,0.092,,,1/30/2021,Inventory clearance,0.1
2021-02,Retail Enthusiast,0.132,0.264,0.197,,,1/31/2021,Quarterly adjustment,0.1
2021-02,Retail Enthusiast,0.165,0.336,0.234,,,1/30/2021,Quarterly adjustment,0.1
2021-02,Workshop / Garage,0,0.055,0.029,,,1/30/2021,,0.1
2021-02,Workshop / Garage,0.05,0.132,0.092,,,1/27/2021,,0.1
2021-02,Workshop / Garage,0.12,0.242,0.176,,,1/24/2021,,0.1
2021-02,Workshop / Garage,0.15,0.308,0.212,,,1/30/2021,Inventory clearance,fifteen
2021-02,Dealer / Reseller,0,0.05,0.026,,,1/30/2021,,"0,1"
2021-02,Dealer / Reseller,0.045,0.12,0.089,,,1/28/2021,Inventory clearance,0.1
2021-02,Dealer / Reseller,0.108,0.22,0.177,,,1/27/2021,FX hedged; stable pricing,0.1
2021-02,Dealer / Reseller,0.135,0.28,0.224,,,1/24/2021,,0.1
2021-02,Motorsport Team,0,0.048,0.024,,,1/25/2021,FX hedged; stable pricing,10.00%
2021-02,Motorsport Team,0.043,0.114,0.08,,,1/23/2021,Aligned with supplier rebate,0.1
2021-02,Motorsport Team,0.102,0.209,0.147,,,1/23/2021,,10
2021-02,Motorsport Team,0.128,0.266,0.196,,,1/31/2021,FX hedged; stable pricing,—
2021-02,Distributor / Importer,0,0.045,0.024,,,1/25/2021,Inventory clearance,—
2021-02,Distributor / Importer,0.04,0.108,0.074,,,1/29/2021,FX hedged; stable pricing,fifteen
2021-02,Distributor / Importer,0.096,0.198,0.141,,,1/28/2021,FX hedged; stable pricing,0.1
2021-02,Distributor / Importer,0.12,0.252,0.179,,,1/27/2021,,fifteen
2021-03,Retail Enthusiast,0,0.06,0.029,,,2/23/2021,Inventory clearance,0.1
2021-03,Retail Enthusiast,0.055,0.144,0.096,,,2/24/2021,Inventory clearance,0.1
2021-03,Retail Enthusiast,0.132,0.264,0.2,,,2/23/2021,Inventory clearance,0.1
2021-03,Retail Enthusiast,0.165,0.336,0.255,,,2/21/2021,Inventory clearance,0.1
2021-03,Workshop / Garage,0,0.055,0.025,,,2/21/2021,FX hedged; stable pricing,0.1
2021-03,Workshop / Garage,0.05,0.132,0.086,,,2/28/2021,Aligned with supplier rebate,0.1
2021-03,Workshop / Garage,0.12,0.242,0.163,,,2/26/2021,FX hedged; stable pricing,0.1
2021-03,Workshop / Garage,0.15,0.308,0.25,,,2/20/2021,Quarterly adjustment,0.1
2021-03,Dealer / Reseller,0,0.05,0.025,,,2/20/2021,Quarterly adjustment,0.1
2021-03,Dealer / Reseller,0.045,0.12,0.081,,,2/20/2021,,0.1
2021-03,Dealer / Reseller,0.108,0.22,0.175,,,2/24/2021,Inventory clearance,10.00%
2021-03,Dealer / Reseller,0.135,0.28,0.199,,,2/20/2021,Inventory clearance,0.1
2021-03,Motorsport Team,0,0.048,0.026,,,2/25/2021,Quarterly adjustment,0.1
2021-03,Motorsport Team,0.043,0.114,0.083,,,2/25/2021,FX hedged; stable pricing,0.1
2021-03,Motorsport Team,0.102,0.209,0.161,,,2/22/2021,Quarterly adjustment,0.1
2021-03,Motorsport Team,0.128,0.266,0.204,,,2/25/2021,Inventory clearance,0.1
2021-03,Distributor / Importer,0,0.045,0.021,,,2/28/2021,Aligned with supplier rebate,0.1
2021-03,Distributor / Importer,0.04,0.108,0.076,,,2/28/2021,FX hedged; stable pricing,0.1
2021-03,Distributor / Importer,0.096,0.198,0.155,,,2/21/2021,Aligned with supplier rebate,0.1
2021-03,Distributor / Importer,0.12,0.252,0.196,,,2/21/2021,Quarterly adjustment,0.1
2021-04,Retail Enthusiast,0,0.06,0.031,,,3/24/2021,Aligned with supplier rebate,0.1
2021-04,Retail Enthusiast,0.055,0.144,0.09,,,3/29/2021,Aligned with supplier rebate,0.1
2021-04,Retail Enthusiast,0.132,0.264,0.185,,,3/26/2021,Aligned with supplier rebate,10.00%
2021-04,Retail Enthusiast,0.165,0.336,0.232,,,3/23/2021,,0
2021-04,Workshop / Garage,0,0.055,0.027,,,3/29/2021,FX hedged; stable pricing,"0,1"
2021-04,Workshop / Garage,0.05,0.132,0.097,,,3/23/2021,Quarterly adjustment,0.1
2021-04,Workshop / Garage,0.12,0.242,0.188,,,3/25/2021,FX hedged; stable pricing,0.1
2021-04,Workshop / Garage,0.15,0.308,0.231,,,3/26/2021,,-5
2021-04,Dealer / Reseller,0,0.05,0.024,,,3/27/2021,Aligned with supplier rebate,0.1
2021-04,Dealer / Reseller,0.045,0.12,0.076,,,3/28/2021,Quarterly adjustment,0.1
2021-04,Dealer / Reseller,0.108,0.22,0.153,,,3/29/2021,Inventory clearance,0.1
2021-04,Dealer / Reseller,0.135,0.28,0.193,,,3/31/2021,,0.1
2021-04,Motorsport Team,0,0.048,0.024,,,3/23/2021,Quarterly adjustment,0.1
2021-04,Motorsport Team,0.043,0.114,0.075,,,3/23/2021,Aligned with supplier rebate,0
2021-04,Motorsport Team,0.102,0.209,0.157,,,3/26/2021,Inventory clearance,0.1
2021-04,Motorsport Team,0.128,0.266,0.205,,,3/24/2021,FX hedged; stable pricing,0.1
2021-04,Distributor / Importer,0,0.045,0.021,,,3/29/2021,Inventory clearance,10.00%
2021-04,Distributor / Importer,0.04,0.108,0.079,,,3/24/2021,,0.1
2021-04,Distributor / Importer,0.096,0.198,0.14,,,3/28/2021,Quarterly adjustment,—
2021-04,Distributor / Importer,0.12,0.252,0.195,,,3/23/2021,FX hedged; stable pricing,0.1
2021-05,Retail Enthusiast,0,0.06,0.031,,,4/22/2021,Inventory clearance,0.1
2021-05,Retail Enthusiast,0.055,0.144,0.105,,,4/30/2021,Aligned with supplier rebate,0.1
2021-05,Retail Enthusiast,0.132,0.264,0.204,,,4/28/2021,Quarterly adjustment,0.1
2021-05,Retail Enthusiast,0.165,0.336,0.261,0.386,Golden Week Promo,4/26/2021,Aligned with supplier rebate,0.1
2021-05,Workshop / Garage,0,0.055,0.027,,,4/25/2021,FX hedged; stable pricing,0.1
2021-05,Workshop / Garage,0.05,0.132,0.084,,,4/26/2021,Quarterly adjustment,0.1
2021-05,Workshop / Garage,0.12,0.242,0.192,,,4/22/2021,,0.1
2021-05,Workshop / Garage,0.15,0.308,0.231,0.348,Golden Week Promo,4/28/2021,Aligned with supplier rebate,0.1
2021-05,Dealer / Reseller,0,0.05,0.026,,,4/28/2021,FX hedged; stable pricing,0.1
2021-05,Dealer / Reseller,0.045,0.12,0.089,,,4/30/2021,Aligned with supplier rebate,0.1
2021-05,Dealer / Reseller,0.108,0.22,0.155,,,4/30/2021,,—
2021-05,Dealer / Reseller,0.135,0.28,0.187,0.318,Golden Week Promo,4/25/2021,Quarterly adjustment,—
2021-05,Motorsport Team,0,0.048,0.024,,,4/28/2021,Quarterly adjustment,"0,1"
2021-05,Motorsport Team,0.043,0.114,0.076,,,4/27/2021,Quarterly adjustment,fifteen
2021-05,Motorsport Team,0.102,0.209,0.161,,,4/28/2021,FX hedged; stable pricing,0.1
2021-05,Motorsport Team,0.128,0.266,0.214,0.291,Golden Week Promo,4/28/2021,Inventory clearance,0.1
2021-05,Distributor / Importer,0,0.045,0.024,,,4/29/2021,Aligned with supplier rebate,0.1
2021-05,Distributor / Importer,0.04,0.108,0.074,,,4/22/2021,FX hedged; stable pricing,0.1
2021-05,Distributor / Importer,0.096,0.198,0.158,,,4/25/2021,Quarterly adjustment,0.1
2021-05,Distributor / Importer,0.12,0.252,0.185,0.286,Golden Week Promo,4/24/2021,,0.1
2021-06,Retail Enthusiast,0,0.06,0.032,,,5/30/2021,Inventory clearance,0.1
2021-06,Retail Enthusiast,0.055,0.144,0.097,,,5/23/2021,FX hedged; stable pricing,0.1
2021-06,Retail Enthusiast,0.132,0.264,0.203,,,5/30/2021,FX hedged; stable pricing,0.1
2021-06,Retail Enthusiast,0.165,0.336,0.238,,,5/24/2021,Aligned with supplier rebate,0.1
2021-06,Workshop / Garage,0,0.055,0.03,,,5/31/2021,Inventory clearance,0.1
2021-06,Workshop / Garage,0.05,0.132,0.098,,,5/31/2021,FX hedged; stable pricing,0.1
2021-06,Workshop / Garage,0.12,0.242,0.192,,,5/30/2021,Quarterly adjustment,0.1
2021-06,Workshop / Garage,0.15,0.308,0.21,,,5/23/2021,Aligned with supplier rebate,fifteen
2021-06,Dealer / Reseller,0,0.05,0.023,,,5/25/2021,Quarterly adjustment,0.1
2021-06,Dealer / Reseller,0.045,0.12,0.088,,,5/30/2021,FX hedged; stable pricing,10
2021-06,Dealer / Reseller,0.108,0.22,0.172,,,5/25/2021,,0.1
2021-06,Dealer / Reseller,0.135,0.28,0.217,,,5/24/2021,Quarterly adjustment,0.1
2021-06,Motorsport Team,0,0.048,0.025,,,5/26/2021,Aligned with supplier rebate,0.1
2021-06,Motorsport Team,0.043,0.114,0.085,,,5/24/2021,Quarterly adjustment,0
2021-06,Motorsport Team,0.102,0.209,0.158,,,5/27/2021,Inventory clearance,0.1
2021-06,Motorsport Team,0.128,0.266,0.177,,,5/28/2021,,0.1
2021-06,Distributor / Importer,0,0.045,0.021,,,5/24/2021,Quarterly adjustment,0.1
2021-06,Distributor / Importer,0.04,0.108,0.074,,,5/31/2021,,0.1
2021-06,Distributor / Importer,0.096,0.198,0.138,,,5/23/2021,,0.1
2021-06,Distributor / Importer,0.12,0.252,0.17,,,5/25/2021,,0.1
2021-07,Retail Enthusiast,0,0.06,0.03,,,6/27/2021,Aligned with supplier rebate,0
2021-07,Retail Enthusiast,0.055,0.144,0.091,,,6/23/2021,Aligned with supplier rebate,"0,1"
2021-07,Retail Enthusiast,0.132,0.264,0.208,,,6/24/2021,Inventory clearance,0.1
2021-07,Retail Enthusiast,0.165,0.336,0.237,,,6/25/2021,Aligned with supplier rebate,0.1
2021-07,Workshop / Garage,0,0.055,0.025,,,6/23/2021,Aligned with supplier rebate,0.1
2021-07,Workshop / Garage,0.05,0.132,0.084,,,6/28/2021,Quarterly adjustment,10.00%
2021-07,Workshop / Garage,0.12,0.242,0.189,,,6/25/2021,Aligned with supplier rebate,0.1
2021-07,Workshop / Garage,0.15,0.308,0.219,,,6/25/2021,Inventory clearance,0.1
2021-07,Dealer / Reseller,0,0.05,0.026,,,6/30/2021,Aligned with supplier rebate,—
2021-07,Dealer / Reseller,0.045,0.12,0.08,,,6/29/2021,,0.1
2021-07,Dealer / Reseller,0.108,0.22,0.169,,,6/28/2021,Inventory clearance,0
2021-07,Dealer / Reseller,0.135,0.28,0.198,,,6/27/2021,Inventory clearance,0.1
2021-07,Motorsport Team,0,0.048,0.024,,,6/26/2021,Inventory clearance,0.1
2021-07,Motorsport Team,0.043,0.114,0.073,,,6/29/2021,Aligned with supplier rebate,-5
2021-07,Motorsport Team,0.102,0.209,0.165,,,6/24/2021,Inventory clearance,0.1
2021-07,Motorsport Team,0.128,0.266,0.179,,,6/24/2021,FX hedged; stable pricing,10
2021-07,Distributor / Importer,0,0.045,0.023,,,6/27/2021,,fifteen
2021-07,Distributor / Importer,0.04,0.108,0.074,,,6/22/2021,Quarterly adjustment,0.1
2021-07,Distributor / Importer,0.096,0.198,0.144,,,6/29/2021,,0.1
2021-07,Distributor / Importer,0.12,0.252,0.194,,,6/29/2021,Aligned with supplier rebate,fifteen
